Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2672,2019,42,1,12/31/2019 ,12/30/2019    ,15,None            ,231.00                        ,"1,000.00                        ",0.00                        ,0.00                  ,12.0,3.0,3.0,18.0,5.0,18.0,0.0,1.0,17.0,4.0,1.0,11.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,10.0,6.0,1.0,6.0,1.0,455.0,17S,Hungteetsepoppi                              
G      ,2930,2020,42,1,12/29/2020 ,12/28/2020    ,10,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Hungteetsepoppi                              
G      ,3202,2021,42,1,12/28/2021 ,12/28/2021    ,24,High Performing ,0.00                          ,500.00                            ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Hungteetsepoppi                              
G      ,3712,2023,42,1,12/29/2023 ,12/28/2023    ,14,Thriving        ,65.00                         ,0.00                              ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Hungteetsepoppi                              
G      ,2718,2019,55,1,1/3/2020   ,1/2/2020      ,12,None            ,0.00                          ,0.00                              ,"3,900.00                  ",0.00                  ,173.0,25.0,47.0,41.0,17.0,55.0,1.0,8.0,51.0,139.0,22.0,26.0,13.0,3.0,3.0,245.0,32.0,0.0,0.0,230.0,56.0,106.0,56.0,10.0,7204.0,17S,Saklan                                       
G      ,3223,2021,55,1,12/30/2021 ,12/29/2021    ,11,None            ,"4,000.00                    ",0.00                              ,0.00                        ,"2,677.50            ",,,,,,,,,,,,,,,,,,,,,,,,,,17S,Saklan                                       
G      ,3648,2023,55,1,12/21/2023 ,12/21/2023    ,14,Thriving        ,0.00                          ,"5,000.00                        ",0.00                        ,"3,500.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,17S,Saklan                                       
G      ,2833,2020,55,1,12/17/2020 ,12/16/2020    ,5,None            ,0.00                          ,0.00                              ,0.00                        ,"2,700.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,17S,Saklan                                       
G      ,3514,2022,55,1,1/5/2023   ,1/4/2023      ,12,None            ,"1,000.00                    ",0.00                              ,"2,640.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Saklan                                       
G      ,3601,2023,59,1,12/15/2023 ,12/15/2023    ,19,Thriving        ,400.00                        ,0.00                              ,"1,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Toloma                                       
G      ,2859,2020,59,1,12/19/2020 ,12/19/2020    ,10,None            ,"1,399.00                    ",0.00                              ,"1,000.00                  ","1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,17S,Toloma                                       
G      ,2562,2019,59,1,12/18/2019 ,12/18/2019    ,11,None            ,0.00                          ,0.00                              ,0.00                        ,"2,000.00            ",33.0,7.0,20.0,20.0,7.0,36.0,0.0,5.0,34.0,20.0,8.0,12.0,3.0,1.0,1.0,23.0,9.0,4.0,0.0,102.0,6.0,0.0,6.0,5.0,2370.0,17S,Toloma                                       
G      ,3264,2021,59,1,1/8/2022   ,1/7/2022      ,15,Thriving        ,64.97                         ,0.00                              ,"1,000.00                  ","1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,17S,Toloma                                       
G      ,3404,2022,59,1,12/22/2022 ,12/21/2022    ,20,Thriving        ,550.00                        ,500.00                            ,"1,000.00                  ",120.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,17S,Toloma                                       
