Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2560,2019,627,1,12/17/2019 ,12/16/2019    ,17,Thriving        ,"5,000.00                    ",500.00                            ,0.00                        ,"2,000.00            ",122.0,16.0,45.0,119.0,40.0,106.0,4.0,10.0,98.0,58.0,7.0,54.0,7.0,6.0,6.0,57.0,7.0,0.0,0.0,78.0,74.0,3.0,74.0,21.0,5750.0,10,Tom Kita Chara                               
G      ,2762,2020,627,1,12/1/2020  ,12/1/2020     ,16,Thriving        ,600.00                        ,"2,000.00                        ","1,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,10,Tom Kita Chara                               
G      ,3100,2021,627,1,12/14/2021 ,12/13/2021    ,24,High Performing ,"2,000.00                    ",250.00                            ,"1,000.00                  ","2,100.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Tom Kita Chara                               
G      ,3128,2021,635,1,12/17/2021 ,12/16/2021    ,14,Thriving        ,"6,000.00                    ",0.00                              ,"3,000.00                  ","5,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Kon Wapos                                    
G      ,2595,2019,635,1,12/20/2019 ,12/19/2019    ,8,None            ,0.00                          ,0.00                              ,"7,000.00                  ","2,000.00            ",468.0,87.0,166.0,135.0,97.0,276.0,4.0,27.0,195.0,197.0,29.0,52.0,15.0,10.0,16.0,31.0,10.0,69.0,18.0,248.0,102.0,3.0,102.0,11.0,13936.0,10,Kon Wapos                                    
G      ,3384,2022,635,1,12/20/2022 ,12/19/2022    ,14,Thriving        ,0.00                          ,0.00                              ,"3,000.00                  ","8,562.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Kon Wapos                                    
G      ,3615,2023,635,1,12/16/2023 ,12/15/2023    ,14,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"9,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Kon Wapos                                    
G      ,2995,2020,635,1,1/1/2021   ,12/31/2020    ,9,None            ,0.00                          ,0.00                              ,"5,000.00                  ","2,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Kon Wapos                                    
G      ,2799,2020,637,1,12/12/2020 ,12/12/2020    ,14,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"3,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Otyokwa                                      
G      ,2608,2019,637,1,12/21/2019 ,12/20/2019    ,18,Thriving        ,"1,500.00                    ","3,000.00                        ",0.00                        ,0.00                  ,103.0,5.0,41.0,34.0,22.0,60.0,3.0,6.0,73.0,53.0,11.0,20.0,6.0,3.0,3.0,69.0,8.0,14.0,0.0,59.0,47.0,28.0,47.0,35.0,6071.0,10,Otyokwa                                      
G      ,3062,2021,637,1,12/8/2021  ,12/8/2021     ,22,High Performing ,"1,500.00                    ",0.00                              ,0.00                        ,"1,500.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Otyokwa                                      
G      ,3455,2022,637,1,12/28/2022 ,12/28/2022    ,18,Thriving        ,"2,200.00                    ",0.00                              ,0.00                        ,"1,500.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Otyokwa                                      
G      ,3629,2023,637,1,12/19/2023 ,12/18/2023    ,15,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"4,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,10,Otyokwa                                      
