Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,LodgeName,TotalMembers,ElectionRate,InductedOrdealTotal,ElectedTotal,InductionRate,ActivationRate,LevelOrdealTotal,LevelBrotherhoodTotal,LevelVigilTotal,LevelYouthTotal,LevelYoungAdultTotal,LevelAdultTotal
G      ,3737,2023,604,1,12/30/2023 ,12/30/2023    ,14,None            ,505.00                        ,0.00                              ,0.00                        ,505.00                ,22.0,4.0,11.0,11.0,4.0,22.0,3.0,3.0,21.0,20.0,4.0,8.0,2.0,4.0,3.0,34.0,5.0,7.0,0.0,27.0,15.0,4.0,11.0,5.0,514.0,14,Walamootkin                                  ,101.0,0.7037037037037037,24.0,39.0,0.6153846153846154,0.20833333333333334,37.0,37.0,27.0,36.0,11.0,54.0
G      ,3504,2022,604,1,1/1/2023   ,1/1/2023      ,17,Thriving        ,500.00                        ,0.00                              ,0.00                        ,500.00                ,26.0,4.0,7.0,16.0,2.0,22.0,0.0,3.0,23.0,25.0,3.0,13.0,4.0,1.0,0.0,38.0,2.0,0.0,0.0,27.0,18.0,3.0,15.0,6.0,161.0,14,Walamootkin                                  ,103.0,0.7777777777777778,28.0,40.0,0.7,0.21428571428571427,37.0,40.0,26.0,42.0,9.0,52.0
G      ,2693,2019,604,1,12/31/2019 ,12/30/2019    ,7,None            ,0.00                          ,0.00                              ,0.00                        ,"3,439.00            ",27.0,2.0,12.0,14.0,5.0,27.0,2.0,4.0,23.0,23.0,4.0,2.0,2.0,3.0,1.0,37.0,6.0,1.0,0.0,103.0,14.0,1.0,15.0,3.0,1126.0,14,Walamootkin                                  ,116.0,0.14563106796116504,27.0,43.0,0.627906976744186,0.1111111111111111,41.0,46.0,29.0,43.0,11.0,62.0
G      ,3212,2021,604,1,12/28/2021 ,12/28/2021    ,13,None            ,505.00                        ,0.00                              ,0.00                        ,505.00                ,34.0,1.0,10.0,7.0,3.0,18.0,0.0,3.0,25.0,27.0,5.0,6.0,1.0,1.0,2.0,33.0,9.0,7.0,2.0,31.0,15.0,5.0,10.0,4.0,314.0,14,Walamootkin                                  ,101.0,0.6451612903225806,32.0,42.0,0.7619047619047619,0.125,45.0,28.0,28.0,41.0,7.0,53.0
G      ,3006,2020,604,1,1/6/2021   ,1/5/2021      ,8,None            ,"1,000.00                    ",200.00                            ,0.00                        ,"1,200.00            ",12.0,0.0,6.0,3.0,8.0,18.0,2.0,3.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,31.0,8.0,0.0,10.0,6.0,350.0,14,Walamootkin                                  ,74.0,0.25806451612903225,6.0,15.0,0.4,1.0,18.0,29.0,27.0,17.0,11.0,46.0
G      ,3486,2022,611,1,12/30/2022 ,12/29/2022    ,4,None            ,0.00                          ,0.00                              ,0.00                        ,"1,250.00            ",39.0,5.0,8.0,8.0,5.0,31.0,0.0,3.0,43.0,29.0,0.0,6.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,80.0,35.0,15.0,20.0,3.0,612.0,14,Es-Kaielgu                                   ,142.0,0.625,29.0,66.0,0.4393939393939394,0.10344827586206896,52.0,44.0,46.0,47.0,13.0,82.0
G      ,2574,2019,611,1,12/18/2019 ,12/18/2019    ,11,None            ,0.00                          ,0.00                              ,"1,000.00                  ","1,708.00            ",76.0,7.0,27.0,26.0,8.0,41.0,3.0,3.0,53.0,44.0,7.0,10.0,6.0,3.0,1.0,79.0,9.0,38.0,0.0,195.0,64.0,9.0,64.0,3.0,1248.0,14,Es-Kaielgu                                   ,244.0,0.37435897435897436,51.0,88.0,0.5795454545454546,0.058823529411764705,110.0,75.0,59.0,105.0,18.0,121.0
G      ,3770,2023,611,1,1/6/2024   ,1/5/2024      ,15,Thriving        ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,49.0,2.0,14.0,10.0,3.0,39.0,1.0,1.0,39.0,44.0,5.0,8.0,2.0,1.0,0.0,51.0,8.0,0.0,0.0,74.0,21.0,3.0,18.0,15.0,1136.0,14,Es-Kaielgu                                   ,158.0,0.32432432432432434,49.0,59.0,0.8305084745762712,0.30612244897959184,65.0,52.0,41.0,60.0,6.0,92.0
G      ,2842,2020,611,1,12/17/2020 ,12/16/2020    ,6,None            ,"2,000.00                    ",0.00                              ,0.00                        ,"1,250.00            ",37.0,4.0,11.0,11.0,7.0,29.0,0.0,4.0,44.0,29.0,3.0,3.0,1.0,0.0,0.0,63.0,6.0,0.0,0.0,101.0,23.0,8.0,14.0,6.0,480.0,14,Es-Kaielgu                                   ,147.0,0.3069306930693069,32.0,69.0,0.463768115942029,0.1875,52.0,47.0,48.0,48.0,15.0,84.0
G      ,3263,2021,611,1,1/7/2022   ,1/7/2022      ,9,None            ,0.00                          ,0.00                              ,0.00                        ,"1,250.00            ",61.0,9.0,21.0,14.0,8.0,32.0,0.0,4.0,43.0,32.0,7.0,7.0,4.0,0.0,0.0,42.0,8.0,13.0,2.0,94.0,23.0,24.0,23.0,3.0,580.0,14,Es-Kaielgu                                   ,192.0,0.5,39.0,50.0,0.78,0.07692307692307693,91.0,54.0,47.0,75.0,21.0,96.0
