Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,LodgeName,TotalMembers,ElectionRate,InductedOrdealTotal,ElectedTotal,InductionRate,ActivationRate,LevelOrdealTotal,LevelBrotherhoodTotal,LevelVigilTotal,LevelYouthTotal,LevelYoungAdultTotal,LevelAdultTotal
G      ,2951,2020,574,1,12/30/2020 ,12/29/2020    ,10,None            ,"2,000.00                    ",0.00                              ,0.00                        ,0.00                  ,70.0,4.0,30.0,15.0,9.0,56.0,0.0,2.0,21.0,37.0,5.0,4.0,0.0,0.0,0.0,87.0,9.0,48.0,9.0,49.0,45.0,38.0,0.0,10.0,377.0,2,Wihinipa Hinsa                               ,207.0,1.6938775510204083,42.0,153.0,0.27450980392156865,0.23809523809523808,104.0,80.0,23.0,85.0,15.0,107.0
G      ,2830,2020,576,1,12/16/2020 ,12/15/2020    ,8,None            ,"250,000.00                  ","20,000.00                       ","4,000.00                  ",0.00                  ,592.0,113.0,307.0,172.0,88.0,332.0,5.0,27.0,204.0,310.0,73.0,20.0,10.0,13.0,13.0,242.0,59.0,0.0,0.0,413.0,9.0,0.0,3.0,40.0,18000.0,2,Colonneh                                     ,1840.0,0.021791767554479417,383.0,301.0,1.2724252491694352,0.10443864229765012,1012.0,592.0,236.0,769.0,228.0,843.0
G      ,3010,2020,741,1,1/9/2021   ,1/8/2021      ,16,Thriving        ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,18.0,3.0,6.0,11.0,4.0,22.0,0.0,1.0,26.0,13.0,1.0,9.0,5.0,0.0,0.0,13.0,1.0,0.0,0.0,13.0,11.0,7.0,6.0,12.0,1033.0,2,Wahinkto                                     ,91.0,1.3846153846153846,14.0,14.0,1.0,0.8571428571428571,27.0,37.0,27.0,29.0,8.0,54.0
G      ,2798,2020,564,1,12/12/2020 ,12/11/2020    ,11,None            ,"10,000.00                   ","5,300.00                        ","2,000.00                  ","3,500.00            ",437.0,80.0,210.0,174.0,68.0,250.0,2.0,18.0,126.0,179.0,33.0,41.0,19.0,0.0,0.0,338.0,76.0,71.0,25.0,185.0,168.0,28.0,168.0,42.0,4296.0,2,Tonkawa                                      ,1365.0,1.0594594594594595,212.0,510.0,0.41568627450980394,0.19811320754716982,727.0,492.0,146.0,613.0,166.0,586.0
G      ,3003,2020,775,1,1/5/2021   ,1/5/2021      ,11,None            ,"2,000.00                    ","2,500.00                        ","2,000.00                  ",0.00                  ,33.0,6.0,13.0,14.0,12.0,14.0,1.0,2.0,28.0,21.0,5.0,1.0,2.0,3.0,3.0,48.0,4.0,18.0,0.0,35.0,35.0,15.0,4.0,1.0,2000.0,2,Wewanoma                                     ,123.0,1.4285714285714286,26.0,70.0,0.37142857142857144,0.038461538461538464,52.0,40.0,31.0,48.0,20.0,55.0
G      ,2970,2020,578,1,12/31/2020 ,12/30/2020    ,14,Thriving        ,0.00                          ,"1,000.00                        ",0.00                        ,"1,000.00            ",21.0,4.0,18.0,9.0,9.0,22.0,4.0,4.0,36.0,12.0,5.0,6.0,2.0,4.0,1.0,5.0,4.0,0.0,0.0,43.0,24.0,16.0,0.0,5.0,750.0,2,Hasinai                                      ,127.0,0.9302325581395349,17.0,9.0,1.8888888888888888,0.29411764705882354,43.0,40.0,44.0,34.0,17.0,76.0
G      ,2818,2020,577,1,12/15/2020 ,12/15/2020    ,10,None            ,575.00                        ,"1,000.00                        ","2,000.00                  ",0.00                  ,96.0,19.0,48.0,39.0,15.0,45.0,3.0,13.0,84.0,17.0,3.0,10.0,6.0,5.0,4.0,26.0,7.0,0.0,0.0,68.0,10.0,20.0,10.0,4.0,1850.0,2,Karankawa                                    ,362.0,0.4411764705882353,20.0,33.0,0.6060606060606061,0.2,163.0,99.0,100.0,138.0,47.0,177.0
G      ,2841,2020,583,1,12/17/2020 ,12/17/2020    ,7,None            ,0.00                          ,"1,500.00                        ","2,000.00                  ","1,000.00            ",232.0,30.0,117.0,51.0,19.0,97.0,1.0,12.0,68.0,144.0,43.0,22.0,14.0,1.0,0.0,174.0,40.0,68.0,16.0,148.0,47.0,0.0,47.0,3.0,2492.0,2,Aina Topa Hutsi                              ,627.0,0.31756756756756754,187.0,298.0,0.62751677852349,0.016042780748663103,379.0,167.0,81.0,284.0,61.0,282.0
G      ,3099,2021,583,1,12/14/2021 ,12/14/2021    ,10,None            ,0.00                          ,"1,500.00                        ","2,000.00                  ","2,500.00            ",241.0,38.0,108.0,44.0,15.0,90.0,2.0,7.0,71.0,116.0,18.0,19.0,11.0,3.0,6.0,188.0,41.0,48.0,13.0,140.0,76.0,22.0,54.0,6.0,2200.0,2,Aina Topa Hutsi                              ,616.0,0.7,134.0,290.0,0.46206896551724136,0.04477611940298507,387.0,149.0,80.0,287.0,60.0,269.0
G      ,3081,2021,564,1,12/12/2021 ,12/12/2021    ,14,Thriving        ,"22,000.00                   ","5,000.00                        ","3,000.00                  ","3,500.00            ",462.0,128.0,231.0,165.0,91.0,273.0,5.0,14.0,147.0,209.0,68.0,66.0,28.0,7.0,4.0,244.0,69.0,102.0,27.0,173.0,95.0,25.0,95.0,24.0,5030.0,2,Tonkawa                                      ,1516.0,0.6936416184971098,277.0,442.0,0.6266968325791855,0.08664259927797834,821.0,529.0,166.0,632.0,233.0,651.0
G      ,3138,2021,577,1,12/18/2021 ,12/17/2021    ,17,Thriving        ,"1,550.00                    ","1,500.00                        ","2,000.00                  ",0.00                  ,91.0,23.0,55.0,31.0,21.0,42.0,6.0,7.0,82.0,35.0,13.0,9.0,2.0,6.0,2.0,45.0,13.0,0.0,0.0,65.0,58.0,30.0,15.0,7.0,2034.0,2,Karankawa                                    ,358.0,1.353846153846154,48.0,58.0,0.8275862068965517,0.14583333333333334,169.0,94.0,95.0,128.0,51.0,179.0
G      ,3270,2021,574,1,1/12/2022  ,1/12/2022     ,17,Thriving        ,0.00                          ,"5,200.00                        ",0.00                        ,0.00                  ,68.0,13.0,31.0,9.0,9.0,50.0,1.0,4.0,25.0,31.0,7.0,5.0,6.0,3.0,6.0,54.0,15.0,0.0,0.0,50.0,12.0,18.0,17.0,9.0,2150.0,2,Wihinipa Hinsa                               ,210.0,0.6,38.0,69.0,0.5507246376811594,0.23684210526315788,112.0,68.0,30.0,78.0,26.0,106.0
G      ,3210,2021,578,1,12/28/2021 ,12/27/2021    ,17,Thriving        ,0.00                          ,500.00                            ,0.00                        ,"1,000.00            ",27.0,1.0,18.0,18.0,4.0,25.0,2.0,5.0,33.0,26.0,8.0,10.0,5.0,0.0,0.0,16.0,6.0,23.0,3.0,40.0,14.0,30.0,14.0,6.0,925.0,2,Hasinai                                      ,133.0,1.1,34.0,48.0,0.7083333333333334,0.17647058823529413,46.0,47.0,40.0,47.0,10.0,76.0
G      ,3077,2021,576,1,12/11/2021 ,12/11/2021    ,22,High Performing ,"16,450.00                   ","54,093.00                       ","5,000.00                  ",0.00                  ,752.0,110.0,343.0,284.0,138.0,439.0,15.0,26.0,243.0,537.0,118.0,194.0,86.0,19.0,17.0,588.0,106.0,0.0,0.0,385.0,253.0,94.0,162.0,95.0,26806.0,2,Colonneh                                     ,2350.0,0.9012987012987013,655.0,694.0,0.9438040345821326,0.1450381679389313,1205.0,861.0,284.0,1051.0,274.0,1025.0
G      ,3277,2021,775,1,1/23/2022  ,1/22/2022     ,18,Thriving        ,"2,200.00                    ","2,000.00                        ","2,000.00                  ",0.00                  ,54.0,5.0,7.0,10.0,8.0,14.0,0.0,5.0,15.0,48.0,2.0,5.0,2.0,1.0,0.0,55.0,5.0,0.0,0.0,37.0,22.0,16.0,22.0,4.0,2500.0,2,Wewanoma                                     ,118.0,1.027027027027027,50.0,60.0,0.8333333333333334,0.08,66.0,32.0,20.0,64.0,18.0,36.0
G      ,3276,2021,741,1,1/19/2022  ,1/18/2022     ,12,None            ,0.00                          ,0.00                              ,"1,000.00                  ",350.00                ,12.0,3.0,6.0,5.0,3.0,10.0,0.0,1.0,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,14.0,11.0,0.0,860.0,2,Wahinkto                                     ,57.0,2.1666666666666665,2.0,0.0,inf,0.0,21.0,18.0,18.0,17.0,7.0,33.0
G      ,3020,2021,567,1,11/8/2021  ,11/7/2021     ,5,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,10.0,3.0,10.0,10.0,3.0,15.0,0.0,1.0,16.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,3.0,2.0,24.0,2.0,0.0,2.0,0.0,300.0,2,Tatanka                                      ,68.0,0.08333333333333333,5.0,15.0,0.3333333333333333,0.0,23.0,28.0,17.0,20.0,7.0,41.0
G      ,3533,2022,775,1,3/1/2023   ,2/28/2023     ,4,None            ,"2,000.00                    ","1,000.00                        ",0.00                        ,0.00                  ,30.0,1.0,12.0,11.0,5.0,12.0,1.0,4.0,25.0,22.0,0.0,8.0,0.0,2.0,1.0,24.0,4.0,14.0,0.0,35.0,10.0,0.0,10.0,0.0,0.0,2,Wewanoma                                     ,101.0,0.2857142857142857,22.0,42.0,0.5238095238095238,0.0,43.0,28.0,30.0,42.0,10.0,49.0
G      ,3454,2022,578,1,12/28/2022 ,12/27/2022    ,16,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,000.00            ",33.0,0.0,15.0,11.0,10.0,16.0,1.0,3.0,26.0,18.0,4.0,3.0,2.0,0.0,0.0,13.0,4.0,12.0,2.0,39.0,11.0,0.0,11.0,5.0,1217.0,2,Hasinai                                      ,115.0,0.28205128205128205,22.0,31.0,0.7096774193548387,0.22727272727272727,48.0,37.0,30.0,45.0,13.0,57.0
G      ,3453,2022,574,1,12/28/2022 ,12/28/2022    ,16,Thriving        ,0.00                          ,"3,000.00                        ","2,000.00                  ","2,000.00            ",70.0,8.0,26.0,9.0,4.0,45.0,0.0,5.0,21.0,49.0,6.0,7.0,3.0,2.0,0.0,74.0,7.0,2.0,2.0,46.0,26.0,6.0,34.0,11.0,1890.0,2,Wihinipa Hinsa                               ,188.0,0.6956521739130435,55.0,85.0,0.6470588235294118,0.2,104.0,58.0,26.0,79.0,17.0,92.0
G      ,3399,2022,577,1,12/21/2022 ,12/20/2022    ,21,Thriving        ,"1,000.00                    ","2,500.00                        ","2,000.00                  ","4,000.00            ",73.0,28.0,40.0,36.0,27.0,45.0,4.0,12.0,73.0,42.0,8.0,25.0,8.0,5.0,2.0,61.0,8.0,0.0,0.0,62.0,36.0,10.0,35.0,18.0,4000.0,2,Karankawa                                    ,338.0,0.7419354838709677,50.0,69.0,0.7246376811594203,0.36,141.0,108.0,89.0,113.0,67.0,158.0
G      ,3368,2022,576,1,12/18/2022 ,12/17/2022    ,22,High Performing ,"12,681.00                   ","38,763.00                       ","4,000.00                  ",0.00                  ,750.0,124.0,328.0,333.0,128.0,448.0,10.0,30.0,232.0,467.0,106.0,168.0,63.0,12.0,12.0,571.0,116.0,0.0,0.0,369.0,362.0,192.0,190.0,80.0,27791.0,2,Colonneh                                     ,2383.0,1.5013550135501355,573.0,687.0,0.834061135371179,0.13961605584642234,1202.0,909.0,272.0,1093.0,282.0,1008.0
G      ,3306,2022,583,1,12/9/2022  ,12/9/2022     ,15,Thriving        ,"1,175.00                    ","12,000.00                       ","2,000.00                  ","2,000.00            ",251.0,42.0,118.0,63.0,24.0,108.0,2.0,12.0,73.0,180.0,54.0,50.0,26.0,8.0,7.0,185.0,44.0,0.0,0.0,126.0,56.0,8.0,50.0,12.0,1840.0,2,Aina Topa Hutsi                              ,693.0,0.5079365079365079,234.0,229.0,1.0218340611353711,0.05128205128205128,411.0,195.0,87.0,316.0,78.0,299.0
G      ,3532,2022,741,1,2/22/2023  ,2/22/2023     ,11,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,3.0,1.0,2.0,9.0,2.0,6.0,0.0,0.0,18.0,7.0,3.0,8.0,3.0,0.0,0.0,11.0,3.0,1.0,2.0,13.0,6.0,4.0,0.0,17.0,240.0,2,Wahinkto                                     ,41.0,0.7692307692307693,10.0,17.0,0.5882352941176471,1.7,6.0,17.0,18.0,12.0,3.0,26.0
G      ,3530,2022,567,1,2/14/2023  ,2/13/2023     ,6,None            ,0.00                          ,0.00                              ,0.00                        ,"2,500.00            ",6.0,3.0,10.0,7.0,6.0,14.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,0.0,0.0,23.0,3.0,0.0,3.0,0.0,0.0,2,Tatanka                                      ,62.0,0.13043478260869565,0.0,14.0,0.0,,19.0,27.0,16.0,13.0,10.0,39.0
G      ,3324,2022,564,1,12/13/2022 ,12/12/2022    ,14,Thriving        ,"10,000.00                   ","8,500.00                        ","2,000.00                  ","3,500.00            ",393.0,86.0,191.0,144.0,83.0,259.0,9.0,15.0,168.0,202.0,61.0,65.0,31.0,8.0,8.0,280.0,94.0,26.0,2.0,160.0,147.0,12.0,147.0,68.0,6571.0,2,Tonkawa                                      ,1348.0,0.99375,263.0,402.0,0.654228855721393,0.2585551330798479,670.0,486.0,192.0,546.0,184.0,618.0
G      ,3781,2023,741,1,1/26/2024  ,1/25/2024     ,14,Thriving        ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,7.0,1.0,2.0,9.0,6.0,10.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,12.0,1.0,0.0,4.0,2.0,240.0,2,Wahinkto                                     ,52.0,0.08333333333333333,2.0,6.0,0.3333333333333333,1.0,10.0,25.0,17.0,16.0,7.0,29.0
G      ,3782,2023,775,1,2/1/2024   ,2/1/2024      ,22,High Performing ,"2,500.00                    ","2,000.00                        ","2,000.00                  ",0.00                  ,27.0,6.0,12.0,19.0,11.0,13.0,0.0,4.0,17.0,25.0,6.0,13.0,2.0,0.0,2.0,42.0,7.0,24.0,2.0,30.0,14.0,1.0,13.0,25.0,5000.0,2,Wewanoma                                     ,109.0,0.5,31.0,75.0,0.41333333333333333,0.8064516129032258,45.0,43.0,21.0,46.0,21.0,42.0
G      ,3693,2023,583,1,12/27/2023 ,12/27/2023    ,6,None            ,0.00                          ,"1,000.00                        ","2,000.00                  ","1,000.00            ",196.0,24.0,119.0,60.0,21.0,101.0,0.0,9.0,63.0,136.0,35.0,37.0,11.0,3.0,3.0,192.0,43.0,51.0,17.0,129.0,90.0,5.0,88.0,11.0,2799.0,2,Aina Topa Hutsi                              ,593.0,0.7364341085271318,171.0,303.0,0.5643564356435643,0.06432748538011696,339.0,182.0,72.0,256.0,54.0,283.0
G      ,3614,2023,578,1,12/16/2023 ,12/15/2023    ,19,Thriving        ,"1,800.00                    ",400.00                            ,0.00                        ,0.00                  ,29.0,3.0,19.0,21.0,12.0,20.0,0.0,1.0,18.0,33.0,7.0,18.0,2.0,0.0,0.0,17.0,4.0,0.0,0.0,34.0,13.0,0.0,13.0,9.0,1394.0,2,Hasinai                                      ,123.0,0.38235294117647056,40.0,21.0,1.9047619047619047,0.225,51.0,53.0,19.0,50.0,16.0,57.0
G      ,3587,2023,564,1,12/12/2023 ,12/12/2023    ,10,None            ,0.00                          ,"12,000.00                       ","2,000.00                  ","3,500.00            ",312.0,79.0,167.0,177.0,65.0,268.0,3.0,20.0,153.0,164.0,40.0,98.0,36.0,8.0,9.0,335.0,72.0,76.0,33.0,161.0,127.0,10.0,127.0,50.0,4169.0,2,Tonkawa                                      ,1244.0,0.8509316770186336,204.0,516.0,0.3953488372093023,0.24509803921568626,558.0,510.0,176.0,492.0,164.0,588.0
G      ,3707,2023,574,1,12/28/2023 ,12/28/2023    ,18,Thriving        ,"2,000.00                    ","2,250.00                        ",0.00                        ,0.00                  ,54.0,8.0,17.0,16.0,5.0,41.0,0.0,2.0,22.0,30.0,4.0,13.0,3.0,0.0,0.0,47.0,3.0,3.0,2.0,46.0,33.0,8.0,41.0,18.0,2254.0,2,Wihinipa Hinsa                               ,165.0,0.8913043478260869,34.0,55.0,0.6181818181818182,0.5294117647058824,79.0,62.0,24.0,70.0,15.0,80.0
G      ,3745,2023,576,1,12/31/2023 ,12/30/2023    ,16,Thriving        ,"17,500.00                   ","5,000.00                        ","4,000.00                  ","20,000.00           ",766.0,124.0,301.0,359.0,116.0,461.0,23.0,35.0,245.0,516.0,99.0,184.0,54.0,28.0,15.0,798.0,139.0,168.0,31.0,354.0,332.0,147.0,202.0,215.0,23050.0,2,Colonneh                                     ,2430.0,1.3531073446327684,615.0,1136.0,0.5413732394366197,0.34959349593495936,1191.0,936.0,303.0,1148.0,275.0,1007.0
G      ,3671,2023,577,1,12/22/2023 ,12/21/2023    ,17,Thriving        ,"2,000.00                    ","4,000.00                        ","2,000.00                  ",0.00                  ,53.0,20.0,38.0,34.0,21.0,46.0,3.0,12.0,74.0,41.0,17.0,17.0,11.0,4.0,3.0,47.0,19.0,0.0,0.0,67.0,53.0,10.0,52.0,17.0,4600.0,2,Karankawa                                    ,301.0,0.9402985074626866,58.0,66.0,0.8787878787878788,0.29310344827586204,111.0,101.0,89.0,90.0,53.0,158.0
G      ,3784,2023,567,1,2/3/2024   ,2/2/2024      ,6,None            ,0.00                          ,0.00                              ,0.00                        ,"5,000.00            ",8.0,1.0,0.0,7.0,6.0,7.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2,Tatanka                                      ,44.0,0.0,0.0,0.0,,,9.0,20.0,15.0,15.0,7.0,22.0
